Sample	Biosample term name	Biosample term id	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	DNase Experiment accession	DNase Experiment date released	DNase Lab	DNase Donor(s)	DNase File accession	DNase Output type	DNase Run type	ENCODE-rE2G v1	Default Sample	full_predictions_path	thresholded_bedpe_path	thresholded_bigInteract_path	thresholded_predictions_path	full_predictions_mitra	thresholded_bedpe_mitra	thresholded_bigInteract_mitra	thresholded_predictions_mitra	full_predictions_synapse	thresholded_predictions_synapse	thresholded_bedpe_synapse	thresholded_bigInteract_synapse	dnase_bigwig_url
T-cell_ENCSR540VTN	T-cell	CL:0000084	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR540VTN	2020-09-25	John Stamatoyannopoulos, UW	/human-donors/ENCDO804YUR/	ENCFF096GHS	alignments	paired-ended	FALSE	FALSE	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_T-cell_ENCSR540VTN_full_predictions.tsv.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_T-cell_ENCSR540VTN_thresholded_predictions.bedpe.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_T-cell_ENCSR540VTN_thresholded_predictions.bigInteract	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_T-cell_ENCSR540VTN_thresholded_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_T-cell_ENCSR540VTN_full_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_T-cell_ENCSR540VTN_thresholded_predictions.bedpe.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_T-cell_ENCSR540VTN_thresholded_predictions.bigInteract	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_T-cell_ENCSR540VTN_thresholded_predictions.tsv.gz	syn55175786	syn55175779	syn55175781	syn55175778	https://www.encodeproject.org/files/ENCFF451BTR/@@download/ENCFF451BTR.bigWig
T-cell_ENCSR541PUY	T-cell	CL:0000084	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR541PUY	2020-09-25	John Stamatoyannopoulos, UW	/human-donors/ENCDO656FVT/	ENCFF365VAK	alignments	paired-ended	FALSE	FALSE	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_T-cell_ENCSR541PUY_full_predictions.tsv.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_T-cell_ENCSR541PUY_thresholded_predictions.bedpe.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_T-cell_ENCSR541PUY_thresholded_predictions.bigInteract	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_T-cell_ENCSR541PUY_thresholded_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_T-cell_ENCSR541PUY_full_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_T-cell_ENCSR541PUY_thresholded_predictions.bedpe.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_T-cell_ENCSR541PUY_thresholded_predictions.bigInteract	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_T-cell_ENCSR541PUY_thresholded_predictions.tsv.gz	syn55175791	syn55175784	syn55175787	syn55175782	https://www.encodeproject.org/files/ENCFF565PXG/@@download/ENCFF565PXG.bigWig
T-cell_ENCSR552TPH	T-cell	CL:0000084	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR552TPH	2020-09-25	John Stamatoyannopoulos, UW	/human-donors/ENCDO490PGB/	ENCFF558ELY	alignments	paired-ended	FALSE	FALSE	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_T-cell_ENCSR552TPH_full_predictions.tsv.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_T-cell_ENCSR552TPH_thresholded_predictions.bedpe.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_T-cell_ENCSR552TPH_thresholded_predictions.bigInteract	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_T-cell_ENCSR552TPH_thresholded_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_T-cell_ENCSR552TPH_full_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_T-cell_ENCSR552TPH_thresholded_predictions.bedpe.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_T-cell_ENCSR552TPH_thresholded_predictions.bigInteract	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_T-cell_ENCSR552TPH_thresholded_predictions.tsv.gz	syn55175795	syn55175789	syn55175790	syn55175788	https://www.encodeproject.org/files/ENCFF609DSZ/@@download/ENCFF609DSZ.bigWig
T-cell_ENCSR560MXA	T-cell	CL:0000084	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR560MXA	2022-01-26	John Stamatoyannopoulos, UW	/human-donors/ENCDO282XZV/	ENCFF633EYK	alignments	paired-ended	FALSE	FALSE	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_T-cell_ENCSR560MXA_full_predictions.tsv.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_T-cell_ENCSR560MXA_thresholded_predictions.bedpe.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_T-cell_ENCSR560MXA_thresholded_predictions.bigInteract	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_T-cell_ENCSR560MXA_thresholded_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_T-cell_ENCSR560MXA_full_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_T-cell_ENCSR560MXA_thresholded_predictions.bedpe.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_T-cell_ENCSR560MXA_thresholded_predictions.bigInteract	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_T-cell_ENCSR560MXA_thresholded_predictions.tsv.gz	syn55175800	syn55175794	syn55175796	syn55175793	https://www.encodeproject.org/files/ENCFF499NHY/@@download/ENCFF499NHY.bigWig
T-cell_ENCSR561ZLY	T-cell	CL:0000084	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR561ZLY	2020-09-25	John Stamatoyannopoulos, UW	/human-donors/ENCDO394DKX/	ENCFF201MUP	alignments	paired-ended	FALSE	FALSE	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_T-cell_ENCSR561ZLY_full_predictions.tsv.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_T-cell_ENCSR561ZLY_thresholded_predictions.bedpe.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_T-cell_ENCSR561ZLY_thresholded_predictions.bigInteract	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_T-cell_ENCSR561ZLY_thresholded_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_T-cell_ENCSR561ZLY_full_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_T-cell_ENCSR561ZLY_thresholded_predictions.bedpe.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_T-cell_ENCSR561ZLY_thresholded_predictions.bigInteract	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_T-cell_ENCSR561ZLY_thresholded_predictions.tsv.gz	syn55175804	syn55175798	syn55175799	syn55175797	https://www.encodeproject.org/files/ENCFF505ELW/@@download/ENCFF505ELW.bigWig
T-cell_ENCSR581RSO	T-cell	CL:0000084	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR581RSO	2020-09-25	John Stamatoyannopoulos, UW	/human-donors/ENCDO712ENO/	ENCFF890PGM	alignments	paired-ended	FALSE	FALSE	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_T-cell_ENCSR581RSO_full_predictions.tsv.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_T-cell_ENCSR581RSO_thresholded_predictions.bedpe.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_T-cell_ENCSR581RSO_thresholded_predictions.bigInteract	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_T-cell_ENCSR581RSO_thresholded_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_T-cell_ENCSR581RSO_full_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_T-cell_ENCSR581RSO_thresholded_predictions.bedpe.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_T-cell_ENCSR581RSO_thresholded_predictions.bigInteract	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_T-cell_ENCSR581RSO_thresholded_predictions.tsv.gz	syn55175809	syn55175803	syn55175805	syn55175802	https://www.encodeproject.org/files/ENCFF501FTF/@@download/ENCFF501FTF.bigWig
T-cell_ENCSR597URK	T-cell	CL:0000084	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR597URK	2020-09-25	John Stamatoyannopoulos, UW	/human-donors/ENCDO518VWP/	ENCFF051GHB	alignments	paired-ended	FALSE	FALSE	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_T-cell_ENCSR597URK_full_predictions.tsv.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_T-cell_ENCSR597URK_thresholded_predictions.bedpe.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_T-cell_ENCSR597URK_thresholded_predictions.bigInteract	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_T-cell_ENCSR597URK_thresholded_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_T-cell_ENCSR597URK_full_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_T-cell_ENCSR597URK_thresholded_predictions.bedpe.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_T-cell_ENCSR597URK_thresholded_predictions.bigInteract	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_T-cell_ENCSR597URK_thresholded_predictions.tsv.gz	syn55175814	syn55175808	syn55175811	syn55175807	https://www.encodeproject.org/files/ENCFF186BOY/@@download/ENCFF186BOY.bigWig
T-cell_ENCSR627QIA	T-cell	CL:0000084	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR627QIA	2020-09-25	John Stamatoyannopoulos, UW	/human-donors/ENCDO648MMV/	ENCFF283USW	alignments	paired-ended	FALSE	FALSE	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_T-cell_ENCSR627QIA_full_predictions.tsv.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_T-cell_ENCSR627QIA_thresholded_predictions.bedpe.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_T-cell_ENCSR627QIA_thresholded_predictions.bigInteract	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_T-cell_ENCSR627QIA_thresholded_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_T-cell_ENCSR627QIA_full_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_T-cell_ENCSR627QIA_thresholded_predictions.bedpe.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_T-cell_ENCSR627QIA_thresholded_predictions.bigInteract	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_T-cell_ENCSR627QIA_thresholded_predictions.tsv.gz	syn55175818	syn55175813	syn55175815	syn55175812	https://www.encodeproject.org/files/ENCFF344QUF/@@download/ENCFF344QUF.bigWig
T-cell_ENCSR627UDJ	T-cell	CL:0000084	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR627UDJ	2013-07-31	Zhiping Weng, UMass	/human-donors/ENCDO441UHQ/	ENCFF221YGE	unfiltered alignments	single-ended	FALSE	FALSE	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_T-cell_ENCSR627UDJ_full_predictions.tsv.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_T-cell_ENCSR627UDJ_thresholded_predictions.bedpe.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_T-cell_ENCSR627UDJ_thresholded_predictions.bigInteract	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_T-cell_ENCSR627UDJ_thresholded_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_T-cell_ENCSR627UDJ_full_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_T-cell_ENCSR627UDJ_thresholded_predictions.bedpe.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_T-cell_ENCSR627UDJ_thresholded_predictions.bigInteract	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_T-cell_ENCSR627UDJ_thresholded_predictions.tsv.gz	syn55175822	syn55175817	syn55175828	syn55175816	https://www.encodeproject.org/files/ENCFF719ZZK/@@download/ENCFF719ZZK.bigWig
T-cell_ENCSR628IRM	T-cell	CL:0000084	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR628IRM	2013-07-31	Zhiping Weng, UMass	/human-donors/ENCDO190HXC/	ENCFF945AXF	unfiltered alignments	single-ended	FALSE	FALSE	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_T-cell_ENCSR628IRM_full_predictions.tsv.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_T-cell_ENCSR628IRM_thresholded_predictions.bedpe.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_T-cell_ENCSR628IRM_thresholded_predictions.bigInteract	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_T-cell_ENCSR628IRM_thresholded_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_T-cell_ENCSR628IRM_full_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_T-cell_ENCSR628IRM_thresholded_predictions.bedpe.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_T-cell_ENCSR628IRM_thresholded_predictions.bigInteract	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_T-cell_ENCSR628IRM_thresholded_predictions.tsv.gz	syn55175827	syn55175821	syn55175824	syn55175820	https://www.encodeproject.org/files/ENCFF461UYC/@@download/ENCFF461UYC.bigWig
T-cell_ENCSR630XDN	T-cell	CL:0000084	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR630XDN	2020-09-25	John Stamatoyannopoulos, UW	/human-donors/ENCDO012QTA/	ENCFF283NJI	alignments	paired-ended	FALSE	FALSE	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_T-cell_ENCSR630XDN_full_predictions.tsv.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_T-cell_ENCSR630XDN_thresholded_predictions.bedpe.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_T-cell_ENCSR630XDN_thresholded_predictions.bigInteract	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_T-cell_ENCSR630XDN_thresholded_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_T-cell_ENCSR630XDN_full_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_T-cell_ENCSR630XDN_thresholded_predictions.bedpe.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_T-cell_ENCSR630XDN_thresholded_predictions.bigInteract	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_T-cell_ENCSR630XDN_thresholded_predictions.tsv.gz	syn55175833	syn55175826	syn55175830	syn55175825	https://www.encodeproject.org/files/ENCFF956GKK/@@download/ENCFF956GKK.bigWig
T-cell_ENCSR631XIF	T-cell	CL:0000084	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR631XIF	2020-09-25	John Stamatoyannopoulos, UW	/human-donors/ENCDO204VTZ/	ENCFF845VIU	alignments	paired-ended	FALSE	FALSE	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_T-cell_ENCSR631XIF_full_predictions.tsv.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_T-cell_ENCSR631XIF_thresholded_predictions.bedpe.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_T-cell_ENCSR631XIF_thresholded_predictions.bigInteract	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_T-cell_ENCSR631XIF_thresholded_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_T-cell_ENCSR631XIF_full_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_T-cell_ENCSR631XIF_thresholded_predictions.bedpe.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_T-cell_ENCSR631XIF_thresholded_predictions.bigInteract	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_T-cell_ENCSR631XIF_thresholded_predictions.tsv.gz	syn55175837	syn55175832	syn55175834	syn55175831	https://www.encodeproject.org/files/ENCFF378HTI/@@download/ENCFF378HTI.bigWig
